index_content,word,nature,index_word
1313,营业厅,n,2
1313,关爱,v,3
1429,值得,v,0
1429,记录,n,1
1429,时刻,n,2
1429,年月日,t,3
1429,上午,t,4
1429,十点,m,5
1429,汉口,ns,6
1429,火车站,n,7
1429,广场,n,8
1429,平安,a,9
1429,祥和,nrfg,10
1565,花甲,nr,0
1565,年华,j,1
1565,醉,v,2
1565,回味,v,3
1565,老年,t,4
1565,支持,v,5
1565,小组,n,6
1565,第五节,m,7
1565,缎带,n,8
1565,结,n,9
1565,玫瑰,n,10
1565,香,ns,11
1585,花甲,nr,0
1585,年华,j,1
1585,醉,v,2
1585,回味,v,3
1585,老年,t,4
1585,支持,v,5
1585,小组,n,6
1585,第六节,m,7
1585,再见,v,8
1585,快乐,a,9
1585,离别,v,10
1635,荆楚网,nr,0
1635,青山区,ns,1
1635,税务局,nt,2
1635,改进,v,3
1635,无障碍,b,4
1635,通道,v,5
1635,举动,v,6
1635,点,m,7
1635,赞,v,8
1656,花甲,nr,0
1656,年华,j,1
1656,醉,v,2
1656,回味,v,3
1656,老年,t,4
1656,支持,v,5
1656,小组,n,6
1656,第四节,m,7
1656,忆往昔,nr,8
1656,唱,v,9
1656,晚年,t,10
1678,街,n,0
1678,社区,n,1
1678,花甲,nr,2
1678,年华,j,3
1678,醉,v,4
1678,回味,v,5
1678,老年,t,6
1678,支持,v,7
1678,小组,n,8
1678,第二节,m,9
1678,绘画,n,10
1678,情深,n,11
1789,东湖,ns,0
1789,养护,v,1
1789,工点,n,2
1789,赞,v,3
1789,曾院平,nr,4
1789,摄影,n,5
1805,花甲,nr,0
1805,年华,j,1
1805,醉,v,2
1805,回味,v,3
1805,老年,t,4
1805,支持,v,5
1805,小组,n,6
1805,第一节,m,7
1805,相见恨晚,l,8
2009,感谢,v,0
2009,昨日,t,1
2009,中医院,nt,2
2009,一位,m,3
2009,骆叶,n,4
2009,帅哥,nr,5
2009,市民,n,6
2344,航舵,n,0
2344,模范,n,1
2344,点点,n,2
2344,赞,v,3
2344,航舵,n,4
2344,社区,n,5
2344,社会,n,6
2344,组织,v,7
2344,志愿,n,8
2344,服务,vn,9
2344,活动,vn,10
2556,太,d,0
2556,值得,v,1
2556,打卡,v,2
2556,携程,n,3
2556,创始人,n,4
2556,梁,nr,5
2556,建章,n,6
2556,湖北,ns,7
2556,带货,v,8
2556,刷屏,n,9
2750,感谢,v,0
2750,任家,r,1
2750,路,n,2
2750,中学,n,3
2750,初三,t,4
2750,班,n,5
2750,老师,n,6
2751,感谢,v,0
2751,感恩,v,1
2751,任家,r,2
2751,路,n,3
2751,中学,n,4
2751,感谢,v,5
2751,王华,nr,6
2751,老师,n,7
2827,三年,m,0
2827,电信,n,1
2827,鲁巷,nr,2
2827,营业厅,n,3
2827,欠,v,4
2827,满意,v,5
2827,回复,v,6
2839,荷花,n,0
2839,拍,v,1
2839,喜欢,v,2
2839,作品,n,3
2839,曾院平,nr,4
2839,摄影,n,5
3089,厉害,a,0
3089,冬泳,n,1
3089,爹爹,n,2
3135,硚口区,v,0
3135,汉水,nz,1
3135,桥,n,2
3135,街,n,3
3135,阮家台,nr,4
3135,社区,n,5
3135,居民,n,6
3135,送,v,7
3135,七面,m,8
3135,锦旗,ns,9
3135,社区,n,10
3135,感谢,v,11
3135,抗疫,vn,12
3135,一线,m,13
3135,人员,n,14
3183,出台,v,0
3183,公积金,n,1
3183,支持,v,2
3183,政策,n,3
3367,好样,d,0
3367,大哥,n,1
3367,汉江,ns,2
3367,畔,ng,3
3367,兄弟,n,4
3367,点,q,5
3367,赞,v,6
3418,今日,t,0
3418,头条,n,1
3418,座,q,2
3418,古桥,ns,3
3418,长江大桥,ns,4
3418,值得,v,5
3418,走,v,6
3418,南桥,ns,7
3548,感谢,v,0
3548,青山区,ns,1
3548,政府,n,2
3562,长江,ns,0
3562,勇于,v,1
3562,救人,n,2
3562,叶,n,3
3562,文中,s,4
3562,点,m,5
3562,赞,v,6
3613,供电,vn,0
3613,工人,n,1
3613,风雪,n,2
3613,中,f,3
3613,抢修,v,4
3613,获,v,5
3613,村民,n,6
3613,点,m,7
3613,赞,v,8
3632,抗击,vn,0
3632,疫情,n,1
3632,中,f,2
3632,志愿者,n,3
3632,冯岚祁,nr,4
3632,暢,v,5
3632,母子,n,6
3632,二人,nrt,7
3632,点,m,8
3632,赞,v,9
3635,抗,nz,0
3635,疫情,n,1
3635,中,f,2
3635,志愿者,n,3
3635,板车,n,4
3635,哥,n,5
3635,严家,n,6
3635,满点,d,7
3635,赞,v,8
3672,感谢,v,0
3672,党和人民,n,1
3672,第二次,m,2
3672,生命,vn,3
3672,感染,v,4
3672,新型,b,5
3672,冠状病毒,l,6
3672,肺炎,n,7
3672,鲁,nr,8
3672,女士,n,9
3672,病愈,v,10
3672,出院,n,11
3676,赞,v,0
3676,八天,t,1
3676,建成,v,2
3676,火神,n,3
3676,山,n,4
3676,医院,n,5
3686,点,m,0
3686,赞,v,1
3686,新洲,ns,2
3686,律师界,n,3
3686,捐款,v,4
3686,万元,m,5
3686,抗击,vn,6
3686,疫情,n,7
3948,微信,vn,0
3948,直播,vn,1
3948,工人,n,2
3948,师傅,nr,3
3948,辛苦,a,4
3983,温馨,nr,0
3983,服务,vn,1
3983,环境,n,2
3983,赢得,v,3
3983,居民,n,4
3983,好评,v,5
4083,人民网,n,0
4083,强国,n,1
4083,论坛,n,2
4083,支持,v,3
4083,顾绍骅,nr,4
4083,新年,t,5
4083,献词,v,6
4083,祝福,nr,7
4083,祖国,n,8
4158,服务,vn,0
4158,快乐,a,1
4158,志愿者,n,2
4158,歌,n,3
4158,第六集,m,4
4158,群口,n,5
4158,快板,n,6
4158,赞,v,7
4158,军运,n,8
4158,志愿者,n,9
4180,一场,m,0
4180,女性,n,1
4180,走,v,2
4180,秀点,n,3
4180,赞,v,4
4185,健身,v,0
4185,舞龙,n,1
4185,找,v,2
4185,乐趣,a,3
4185,组织,v,4
4185,得力,v,5
4185,值得,v,6
4185,夸,v,7
4191,让座,v,0
4191,年轻人,n,1
4191,点,m,2
4191,赞,v,3
4213,地铁,n,0
4213,志愿者,n,1
4213,第一,m,2
4213,文昌,nr,3
4213,植,n,4
4213,义务服务,n,5
4213,年天,t,6
4213,小时,n,7
4213,点,m,8
4213,赞,v,9
4469,一篇,m,0
4469,历史,n,1
4469,雷锋,nr,2
4469,亊,zg,3
4469,值得,v,4
4469,读,v,5
4492,点,m,0
4492,赞,v,1
4492,中建,ns,2
4492,三局,j,3
4492,举办,v,4
4492,企业,n,5
4492,职工,n,6
4492,运动会,n,7
4515,市,n,0
4515,盘龙城,ns,1
4515,开发区,n,2
4515,管委会,j,3
4515,申诉,v,4
4515,感谢,v,5
4515,关注,v,6
4552,办,v,0
4552,百姓,n,1
4552,想要,v,2
4552,办,v,3
4552,事情,n,4
4552,值得,v,5
4552,点,m,6
4552,赞,v,7
4760,电影,n,0
4760,完美,a,1
4760,嫌疑人,n,2
4760,首映礼,n,3
5135,礼让,v,0
5135,行人,n,1
5135,易,a,2
5135,做,v,3
5135,难,a,4
5135,主动,b,5
5135,礼让,v,6
5135,司机,n,7
5135,点,m,8
5135,赞,v,9
5348,盛夏,nr,0
5348,酷暑,v,1
5348,辛苦,a,2
5348,卖菜,n,3
5413,年,m,0
5413,月,m,1
5413,湖北,ns,2
5413,网络,n,3
5413,问政,n,4
5413,报告,n,5
5413,黄陂区,ns,6
5413,线,n,7
5413,回复,v,8
5413,线下,n,9
5413,落实,a,10
5413,获,v,11
5413,好评,v,12
5652,湖北,ns,0
5652,大学,n,1
5652,三下乡,m,2
5652,社区,n,3
5652,青少年,nr,4
5652,培养,v,5
5652,完美,a,6
5652,收官,n,7
5823,大学生,n,0
5823,喜欢,v,1
5823,天天,t,2
5823,宿舍,n,3
5823,睡觉,v,4
5823,打游戏,l,5
5834,支持,v,0
5834,转发,v,1
5834,军运,n,2
5834,同行,j,3
5834,全民,n,4
5834,健身运动,l,5
5834,文体,n,6
5834,汇,n,7
5834,杯,q,8
5834,乒乓球,n,9
5834,比赛,vn,10
5834,竞赛,vn,11
5834,规程,n,12
5866,劳动者,n,0
5866,点,m,1
5866,赞,v,2
5866,曾院平,nr,3
5866,摄影,n,4
5880,各区,r,0
5880,单位,n,1
5880,最新,d,2
5880,排名,v,3
5880,出炉,v,4
5880,单位,n,5
5880,满意,v,6
5880,评价,n,7
5923,完美,a,0
5923,分贝,n,1
5923,活动,vn,2
5923,倡导,v,3
5923,轻声,d,4
5923,说话,v,5
5935,市,n,0
5935,表彰,v,1
5935,环保,j,2
5935,大使,n,3
5935,颁证,v,4
5935,点,m,5
5935,赞,v,6
6070,厉害,a,0
6070,空中,s,1
6070,造楼,n,2
6070,机,n,3
6070,中建,ns,4
6070,三局,j,5
6070,一张,m,6
6070,名片,n,7
6070,曾院平,nr,8
6070,纪实,n,9
6070,摄影,n,10
6157,点,m,0
6157,赞,v,1
6157,长江,ns,2
6157,夜景,n,3
6157,光亮,a,4
6157,工程,n,5
6157,干,v,6
6157,漂亮,a,7
6157,曾院平,nr,8
6157,摄影,n,9
6214,晴川,nz,0
6214,阁,ng,1
6214,留言板,n,2
6214,点,m,3
6214,赞,v,4
6261,赏鲜,a,0
6261,月湖,n,1
6261,环湖,n,2
6261,走,v,3
6261,点,m,4
6261,赞,v,5
6261,小朋友,n,6
6306,地铁,n,0
6306,七号,m,1
6306,线,n,2
6306,专设,vn,3
6306,读书,n,4
6306,车箱,n,5
6306,点,m,6
6306,赞,v,7
6335,厉害,a,0
6335,全国,n,1
6335,首条,m,2
6335,卫星,nr,3
6335,生产线,n,4
6335,年产,j,5
6335,达,v,6
6335,百颗,m,7
6362,喜欢,v,0
6362,风,n,1
6362,走,v,2
6362,八千里,m,3
6362,悠悠,z,4
6362,紫云,nr,5
6362,襄阳,ns,6
6362,城,n,7
6362,故事,n,8
6362,北街,ns,9
6547,清明,a,0
6547,长假,n,1
6547,义务服务,n,2
6547,中外,f,3
6547,地铁,n,4
6547,志愿者,n,5
6547,点,m,6
6547,赞,v,7
6709,汉阳,ns,0
6709,公园,n,1
6709,健康,a,2
6709,宣传栏,nr,3
6709,点,m,4
6709,赞,v,5
6880,湖北,ns,0
6880,出台,v,1
6880,方案,n,2
6880,支持,v,3
6880,水产,n,4
6880,健康,a,5
6880,发展,vn,6
6880,荆州,ns,7
6880,息息相关,i,8
6900,值得,v,0
6900,深思,n,1
6900,话题,n,2
6900,蒂尕字禺,ns,3
6900,草号,n,4
6900,汉阳,ns,5
6972,发布,v,0
6972,支持,v,1
6972,总部,n,2
6972,企业,n,3
6972,发展,vn,4
6972,条,n,5
6972,单项,b,6
6972,年,m,7
6972,奖,n,8
6972,万元,m,9
7140,亮,v,0
7140,十优,j,1
7140,十差,n,2
7140,单位,n,3
7140,红黑榜,nr,4
7140,有家,r,5
7140,群众,n,6
7140,满意,v,7
7158,十,m,0
7158,优,n,1
7158,满意,v,2
7158,单位,n,3
7158,十差不,l,4
7158,满意,v,5
7158,单位,n,6
7158,张榜,nr,7
7354,喜欢,v,0
7354,黄鹤楼,nr,1
7354,黑白照片,n,2
7354,曾院平,nr,3
7354,摄影,n,4
7441,市,n,0
7441,月湖,n,1
7441,市民,n,2
7441,园长,n,3
7441,团队,n,4
7441,年,m,5
7441,关爱,v,6
7441,残疾,n,7
7441,朋友,n,8
7441,点,m,9
7441,赞,v,10
7493,点,m,0
7493,赞,v,1
7493,动物园,n,2
7493,厕所,n,3
7493,动物,n,4
7493,科普,nrt,5
7558,值得,v,0
7558,期待,v,1
7558,湖北省,ns,2
7558,铁水,n,3
7558,联运,v,4
7558,骨架,n,5
7558,网,n,6
7558,初步,d,7
7558,成形,n,8
7566,值得,v,0
7566,期待,v,1
7566,长江,ns,2
7566,新城,ns,3
7566,建,v,4
7638,公交,n,0
7638,点,m,1
7638,赞,v,2
7931,油联,n,0
7931,天下,s,1
7931,加油卡,nr,2
7931,套餐,n,3
7931,支持,v,4
7931,全国,n,5
7931,油站,n,6
7931,折,v,7
7931,加油,v,8
7943,人民日报,nz,0
7943,点,m,1
7943,赞,v,2
7943,一带,n,3
7943,一路,m,4
7943,抢抓,v,5
7943,机遇,n,6
7943,扩大开放,l,7
8019,湖北,ns,0
8019,城市,ns,1
8019,一卡通,nz,2
8019,全国,n,3
8019,通用,v,4
8019,一卡通,nz,5
8019,暂,d,6
8019,支持,v,7
8045,城市,ns,0
8045,真,d,1
8045,厉害,a,2
8045,防尘,n,3
8045,网,n,4
8045,再见,v,5
8045,花海,ns,6
8062,光谷,n,0
8062,创新,v,1
8062,驱动,vn,2
8062,获,v,3
8062,全国,n,4
8062,点,m,5
8062,赞,v,6
8119,起亚,nz,0
8119,款,m,1
8119,自动,vn,2
8119,成,n,3
8119,首付,v,4
8119,征信,v,5
8119,喜欢,v,6
8119,朋,ng,7
8140,排污,v,0
8140,师傅,nr,1
8140,点,m,2
8140,赞,v,3
8187,文字,n,0
8187,值得,v,1
8187,点,m,2
8187,赞,v,3
8268,值得,v,0
8268,推广,v,1
8268,堤角,n,2
8268,公园,n,3
8268,新,a,4
8268,辟,v,5
8268,书屋,n,6
8289,厉害,a,0
8289,天河机场,n,1
8289,月份,n,2
8289,放行,v,3
8289,正常率,n,4
8289,排名,v,5
8289,全国,n,6
8289,第三,m,7
8293,公交,n,0
8293,硬核,n,1
8293,提示,v,2
8293,语,ng,3
8293,厉害,a,4
8293,公交,n,5
8293,提示,v,6
8293,语言,n,7
8323,喜欢,v,0
8323,吹,v,1
8323,吴,nr,2
8323,爹爹,n,3
8367,市,n,0
8367,月湖,n,1
8367,市民,n,2
8367,园长,n,3
8367,文明,nr,4
8367,乘车,n,5
8367,倡议书,n,6
8367,点,m,7
8367,赞,v,8
8402,湖北,ns,0
8402,家,q,1
8402,影城,n,2
8402,极少,d,3
8402,支持,v,4
8402,退票,v,5
8402,影院,n,6
8402,症结,n,7
8402,技术,n,8
8507,保安,nz,0
8507,还管,c,1
8507,共享,v,2
8507,单车,n,3
8507,值得,v,4
8507,夸,v,5
8620,动物园,n,0
8620,动物,n,1
8620,科普,nrt,2
8620,牌点,n,3
8620,赞,v,4
8830,高速公路,n,0
8830,大巴,n,1
8830,司机,n,2
8830,玩,v,3
8830,手机,n,4
8830,次,q,5
8830,警方,n,6
8830,高中生,nr,7
8830,举报,v,8
8830,点,m,9
8830,赞,v,10
8969,不知,v,0
8969,桂花,nr,1
8969,花,v,2
8969,开,v,3
8969,很快,d,4
8969,谢,v,5
9356,印,v,0
9356,度,q,1
9356,美景,n,2
9356,值得,v,3
9537,武胜,nr,0
9537,社区,n,1
9537,举办,v,2
9537,迎,v,3
9537,军,n,4
9537,运会,n,5
9537,参与,v,6
9537,支持,v,7
9537,主题,n,8
9537,活动,vn,9
9852,汉口,ns,0
9852,新,a,1
9852,江岸,s,2
9852,少儿,m,3
9852,街头,s,4
9852,博物馆,n,5
9852,点,m,6
9852,赞,v,7
10114,入选,v,0
10114,国家,n,1
10114,知识产权,n,2
10114,运营,vn,3
10114,服务体系,n,4
10114,试点,n,5
10114,获,v,6
10114,资金,n,7
10114,支持,v,8
10345,上半年,t,0
10345,人因,n,1
10345,满意,v,2
10345,件,zg,3
10345,问责,n,4
10529,高温,n,0
10529,天真,nz,1
10529,厉害,a,2
10529,竹子,n,3
10529,热,a,4
10529,死,v,5
10545,东湖,ns,0
10545,安静,nr,1
10545,湖面,n,2
10545,点,m,3
10545,赞,v,4
10545,曾院平,nr,5
10545,摄影,n,6
10553,藏,j,0
10553,龙岛,ns,1
10553,高新技术,n,2
10553,产业园,n,3
10553,营商,n,4
10553,环境,n,5
10553,获,v,6
10553,企业,n,7
10553,点,m,8
10553,赞,v,9
10586,咨询台,n,0
10586,人员,n,1
10586,跑前跑后,l,2
10586,帮,v,3
10586,挂号,n,4
10586,值得,v,5
10586,点,m,6
10586,赞,v,7
10607,亲爱,a,0
10607,厦大,ns,1
10607,感谢,v,2
10607,选择,v,3
10620,一只,m,0
10620,两,m,1
10620,卖,v,2
10620,高价,n,3
10620,黄,a,4
10620,螃蟹,n,5
10620,值得,v,6
10620,吃,v,7
10683,蓝,nr,0
10683,点,m,1
10683,赞,v,2
10733,礼让,v,0
10733,行人,n,1
10733,点,m,2
10733,赞,v,3
10733,望能,v,4
10733,永久,d,5
10733,永远,d,6
10916,点,m,0
10916,赞,v,1
10916,明年,t,2
10916,世界,n,3
10916,和平,nz,4
10922,辛苦,a,0
10922,流大汗,l,1
10922,开心,v,2
10922,夺,v,3
10922,金冠,n,4
10922,访,v,5
10922,湖北省,ns,6
10922,模特,a,7
10922,艺术,n,8
10922,学会,n,9
10922,雅致,a,10
10922,文艺,n,11
10922,艺术团,n,12
10969,赞,v,0
10969,畅想,v,1
10969,空间,n,2
10969,联合,v,3
10969,媒体,n,4
10969,接手,v,5
10969,未,d,6
10969,完工,v,7
10969,工程,n,8
10969,先,d,9
10969,施工,vn,10
10969,付款,v,11
11190,交警,j,0
11190,文明执法,n,1
11190,点,m,2
11190,赞,v,3
11212,辛苦,a,0
11212,环卫工,n,1
11230,外国人,n,0
11230,拍,v,1
11230,摄影展,n,2
11230,值得,v,3
11230,曾院平,nr,4
11230,摄影,n,5
11246,涂鸦,n,0
11246,不错,a,1
11246,中学生,n,2
11246,园,zg,3
11246,地点,n,4
11246,赞,v,5
11283,点,m,0
11283,赞,v,1
11283,月湖,n,2
11283,管理处,n,3
11283,工作人员,n,4
11283,双休,nr,5
11283,打扫,v,6
11283,园区,n,7
11283,清洁,a,8
11342,感谢,v,0
11342,小伙,n,1
11342,让座,v,2
11466,偶遇,n,0
11466,动物园,n,1
11466,公园,n,2
11466,大讲堂,n,3
11466,点,m,4
11466,赞,v,5
11466,活动,vn,6
11707,教育,vn,0
11707,孩子,n,1
11707,让座,v,2
11707,这位,rz,3
11707,妈妈,n,4
11707,值得,v,5
11707,夸,v,6
11846,大水,n,0
11846,真,d,1
11846,厉害,a,2
11846,水泥,n,3
11846,筒,q,4
11846,冲入,v,5
11846,水底,n,6
11854,太美,ns,0
11854,东湖,ns,1
11854,二期,b,2
11854,贯通,v,3
11854,开放,v,4
11854,点,m,5
11854,赞,v,6
11854,曾院平,nr,7
11854,摄影,n,8
11874,钱晓芸,nr,0
11874,动手做,i,1
11874,露指,n,2
11874,手套,n,3
11874,秀,ag,4
11874,秀,ag,5
11874,点,m,6
11874,赞,v,7
11944,失眠,v,0
11944,梦,n,1
11944,头疼,a,2
11944,终于,d,3
11944,感谢,v,4
11944,人生,n,5
11944,观念,n,6
11944,超级,b,7
11944,棒,a,8
11944,崔,nr,9
11977,第一,m,0
11977,标语,n,1
11977,值得,v,2
11977,点,m,3
11977,赞,v,4
12059,段,q,0
12059,女士,n,1
12059,坐轮椅,n,2
12059,舞龙,n,3
12059,点,m,4
12059,大大的,nz,5
12059,赞,v,6
12082,主动,b,0
12082,礼让,v,1
12082,行人,n,2
12082,司机,n,3
12082,点,m,4
12082,赞,v,5
12147,厉害,a,0
12147,按钮,n,1
12147,警察,v,2
12147,家,q,3
12147,加油站,nt,4
12147,装,v,5
12147,一键,n,6
12190,改变,v,0
12190,协和医院,nt,1
12190,变化,vn,2
12190,点,m,3
12190,赞,v,4
12225,马云,nr,0
12225,吃,v,1
12225,方便面,n,2
12225,咸菜,n,3
12225,万,m,4
12225,围观,n,5
12225,网友,n,6
12225,呼,v,7
12225,首富,n,8
12225,真,d,9
12225,辛苦,a,10
12252,汉阳,ns,0
12252,江滩,ns,1
12252,厕所,n,2
12252,点,q,3
12252,赞,v,4
12260,窨井盖,n,0
12260,事,n,1
12260,想,v,2
12260,政府,n,3
12260,想到,v,4
12260,点,m,5
12260,赞,v,6
12336,司机,n,0
12336,主动,b,1
12336,礼让,v,2
12336,行人,n,3
12336,值得,v,4
12336,点,m,5
12336,赞,v,6
12378,江里,ns,0
12378,捕鱼,v,1
12378,江边,s,2
12378,卖,v,3
12378,一份,m,4
12378,辛苦,a,5
12378,一份,m,6
12378,甜,a,7
12597,感谢,v,0
12597,网络平台,n,1
12597,发错,v,2
12597,药品,n,3
12597,退换,v,4
12643,厉害,a,0
12643,广场,n,1
12643,舞,v,2
12643,大妈,n,3
12643,顶,v,4
12643,烈日,n,5
12643,录,zg,6
12643,视屏,n,7
12667,胡,nr,0
12667,爹爹,n,1
12667,压腿,n,2
12667,厉害,a,3
12712,月湖,n,0
12712,公园,n,1
12712,一处,m,2
12712,单车,n,3
12712,停放,v,4
12712,有序,n,5
12712,值得,v,6
12712,点,q,7
12712,赞,v,8
12812,骑警,n,0
12812,解忧,v,1
12812,送,v,2
12812,外孙,n,3
12812,高考,v,4
12812,交警,j,5
12812,点,m,6
12812,赞,v,7
12899,卖药,n,0
12899,潘,nr,1
12899,师傅,nr,2
12899,点,m,3
12899,赞,v,4
13121,网友,n,0
13121,万,m,1
13121,老师,n,2
13121,热心,n,3
13121,参加,v,4
13121,志愿者,n,5
13121,活动,vn,6
13121,点,m,7
13121,赞,v,8
13157,汉,j,0
13157,马里,q,1
13157,轮椅,n,2
13157,队员,n,3
13157,点,m,4
13157,赞,v,5
13167,喜欢,v,0
13167,植物,n,1
13167,植物园,n,2
13167,几点,m,3
13167,开门,v,4
13167,几点,m,5
13167,关门,n,6
13167,门票,n,7
13167,钱,n,8
13192,真,d,0
13192,厉害,a,1
13192,牌子,n,2
13192,脚,n,3
13192,弄,v,4
13192,歪子,n,5
13270,厉害,a,0
13270,摩拜,ns,1
13270,共享,v,2
13270,服务中心,n,3
13270,设在,v,4
13378,龟山,ns,0
13378,公园,n,1
13378,便民服务,n,2
13378,点,m,3
13378,赞,v,4
13447,雨,n,0
13447,中,f,1
13447,老人,n,2
13447,遮伞,v,3
13447,小伙,n,4
13447,举动,v,5
13447,值得,v,6
13447,点,m,7
13447,赞,v,8
13450,值得,v,0
13450,地方,n,1
13450,捷径,n,2
13523,优信,vn,0
13523,二手车,n,1
13523,获,v,2
13523,好评,v,3
13523,品质,n,4
13523,不容置疑,i,5
13629,喜欢,v,0
13629,风水学,n,1
13668,厉害,a,0
13668,的哥,n,1
13679,维护,v,0
13679,公交,n,1
13679,次序,n,2
13679,师傅,nr,3
13679,点,m,4
13679,赞,v,5
13822,感谢,v,0
13822,朋友,n,1
13822,报,n,2
13822,料及,v,3
13875,陈,nr,0
13875,一新,d,1
13875,看望,v,2
13875,一线,m,3
13875,干部职工,n,4
13875,感谢,v,5
13875,岗位,n,6
13875,辛勤,nr,7
13875,付出,v,8
14111,城管,n,0
14111,微信,vn,1
14111,公众,n,2
14111,号,m,3
14111,上线,n,4
14111,半个,m,5
14111,月,m,6
14111,获,v,7
14111,市民,n,8
14111,好评,v,9
14288,湖南,ns,0
14288,党代会,nt,1
14288,报告,n,2
14288,支持,v,3
14288,长沙,ns,4
14288,建设,vn,5
14288,国家,n,6
14288,中心,n,7
14288,城市,ns,8
14546,喜欢,v,0
14546,炒股,v,1
14546,朋友,n,2
14611,城市,ns,0
14611,主干道,n,1
14611,规划,n,2
14611,完美,a,3
14700,新,a,0
14700,国标,n,1
14700,五仁,nz,2
14700,月饼,n,3
14700,概念,n,4
14700,引热议,n,5
14700,喜欢,v,6
14700,核桃仁,n,7
14700,居多,d,8
14752,绿化带,n,0
14752,喊,v,1
14752,热,a,2
14752,正午,t,3
14752,气温,n,4
14752,厉害,a,5
14768,赞,v,0
14768,鄂州,ns,1
14768,蒲团,n,2
14768,荷花,n,3
14768,暨,nt,4
14768,台湾,ns,5
14768,美食,n,6
14768,文创,n,7
14768,节,n,8
14811,奋战,v,0
14811,抗洪救灾,l,1
14811,一线,m,2
14811,官兵,n,3
14811,辛苦,a,4
14820,排渍,v,0
14820,人员,n,1
14820,雨,n,2
14820,中,f,3
14820,午餐,n,4
14820,坚守岗位,n,5
14820,点,m,6
14820,赞,v,7
14835,陈粒,nr,0
14835,歌,n,1
14835,喜欢,v,2
14835,首,m,3
