index_content,word,nature,index_word
4139,垃圾,n,3
4139,燃烧,v,4
4139,呛鼻,a,5
4139,气味,n,6
4190,江夏,ns,0
4190,山水,ns,1
4190,装饰,n,2
4190,公司,n,3
4190,设计师,n,4
4190,张敏,nr,5
4190,欺骗,v,6
4190,消费者,n,7
4198,青山区,ns,0
4198,青翠,nr,1
4198,苑,nr,2
4198,号院,n,3
4198,装修,v,4
4198,改造,v,5
4198,垃圾,n,6
4198,长期,d,7
4198,堆积,v,8
4225,光谷,n,0
4225,理想,n,1
4225,城,n,2
4225,凌晨,t,3
4225,清运,n,4
4225,垃圾,n,5
4225,噪音,n,6
4225,扰民,n,7
4331,东西湖区,ns,0
4331,碧桂园,nr,1
4331,地下,s,2
4331,车库,n,3
4331,漏水,n,4
4348,光谷,n,0
4348,坑,n,1
4348,商家,n,2
4356,洪山区,ns,0
4356,珞,n,1
4356,喻,vg,2
4356,东路,ns,3
4356,高架桥,ns,4
4356,垃圾,n,5
4356,整改,v,6
4541,武昌区,ns,0
4541,莲溪寺,ns,1
4541,社区,n,2
4541,举办,v,3
4541,生活,vn,4
4541,垃圾,n,5
4541,分类,n,6
4541,系列,q,7
4541,科普,nrt,8
4541,宣传,vn,9
4541,活动,vn,10
4584,东湖,ns,0
4584,高新,d,1
4584,珞,n,2
4584,瑜,nr,3
4584,东路,ns,4
4584,区,n,5
4584,绿化带,n,6
4584,十袋,m,7
4584,垃圾,n,8
4584,放,v,9
4584,三日,t,10
4603,江夏区,ns,0
4603,兴,v,1
4603,新街,ns,2
4603,心连心,i,3
4603,药房,n,4
4603,药价,n,5
4603,药店,n,6
4603,高,a,7
4663,高校,n,0
4663,高,a,1
4663,颜值,n,2
4663,军运,n,3
4663,赛场,n,4
4663,气质,n,5
4765,厨余,n,0
4765,垃圾,n,1
4765,变废为宝,i,2
4765,践行,v,3
4765,绿色,n,4
4765,迎军,nr,5
4765,运,n,6
4845,蔡甸区,ns,0
4845,依山龙,nr,1
4845,郡,n,2
4845,物业,n,3
4845,占用,v,4
4845,小区,n,5
4845,消防通道,n,6
4845,堆放,v,7
4845,垃圾,n,8
4959,做生意,v,0
4959,租,v,1
4959,门店,n,2
4959,营业,n,3
4959,黑心,n,4
4959,老板,n,5
4959,不退,v,6
4959,一毛钱,n,7
4959,躲,v,8
4959,不见,v,9
4999,垃圾,n,0
4999,分类,n,1
4999,科普,nrt,2
4999,走进,v,3
4999,武昌,ns,4
4999,杨园街,nr,5
4999,四美,m,6
4999,社区,n,7
5043,江汉区,ns,0
5043,固体,a,1
5043,回收站,n,2
5043,垃圾,n,3
5043,异味,n,4
5043,刺鼻,v,5
5048,湖北,ns,0
5048,健康,a,1
5048,指标,n,2
5048,水平,n,3
5048,高,a,4
5048,人均,j,5
5048,期望,v,6
5048,寿命,n,7
5048,提高,v,8
5048,岁,m,9
5080,华中师范大学,nt,0
5080,三下乡,m,1
5080,基层,n,2
5080,垃圾,n,3
5080,分类,n,4
5080,建设,vn,5
5080,美丽,ns,6
5080,乡村,n,7
5099,东西湖区,ns,0
5099,吴家山,nr,1
5099,街二雅路,nz,2
5099,天合,n,3
5099,新界,n,4
5099,小区,n,5
5099,旁,f,6
5099,垃圾,n,7
5099,未,d,8
5099,清理,a,9
5112,白沙洲,ns,0
5112,街,n,1
5112,舒家巷,nr,2
5112,号,q,3
5112,对面,n,4
5112,公厕,n,5
5112,旁,f,6
5112,垃圾,n,7
5112,堆积,v,8
5112,无人,n,9
5112,清理,a,10
5118,美化,ns,0
5118,城市,ns,1
5118,环境,n,2
5118,垃圾,n,3
5118,分类,n,4
5118,做起,v,5
5118,湖北,ns,6
5118,大学,n,7
5183,我省,r,0
5183,发布,v,1
5183,技术,n,2
5183,导则,n,3
5183,生活,vn,4
5183,垃圾,n,5
5183,请,v,6
5183,投放,v,7
5183,附,v,8
5183,分类,n,9
5183,体系,n,10
5183,图,n,11
5234,坑人,n,0
5248,我省,r,0
5248,实行,v,1
5248,生活,vn,2
5248,垃圾,n,3
5248,分类,n,4
5253,汉阳区,ns,0
5253,昌隆,nr,1
5253,花园,n,2
5253,大树,n,3
5253,威胁,vn,4
5253,房子,n,5
5297,学林,n,0
5297,博雅,nr,1
5297,天城,ns,2
5297,物业费,n,3
5297,高,a,4
5297,安全门,nr,5
5297,未装,v,6
5327,网上,s,0
5327,招人,n,1
5327,难,a,2
5327,不好,d,3
5329,汉口,ns,0
5329,胜利,vn,1
5329,街,n,2
5329,黄石路,nr,3
5329,交叉路口,n,4
5329,垃圾,n,5
5329,未,d,6
5329,清理,a,7
5354,汉口,ns,0
5354,航侧,n,1
5354,小居,nr,2
5354,小区,n,3
5354,外墙,n,4
5354,装修,v,5
5354,导致,v,6
5354,小区,n,7
5354,住户,n,8
5354,房屋,n,9
5354,漏水,n,10
5375,硚口区,v,0
5375,宝丰,nz,1
5375,街,n,2
5375,宝丰,nz,3
5375,派出所,n,4
5375,仓库,n,5
5375,平台,n,6
5375,垃圾,n,7
5375,消防,n,8
5375,隐患,n,9
5428,年内,t,0
5428,推行,v,1
5428,生活,vn,2
5428,垃圾,n,3
5428,强制,v,4
5428,分类,n,5
5428,计划,n,6
5428,分为,v,7
5428,四类,m,8
5454,硚口区,v,0
5454,紫润明,nr,1
5454,园,ng,2
5454,北区,ns,3
5454,垃圾车,n,4
5454,清理,a,5
5454,垃圾,n,6
5454,噪音,n,7
5454,扰民,n,8
5503,东湖,ns,0
5503,风景区,n,1
5503,严,a,2
5503,西湖,ns,3
5503,隧道,n,4
5503,出口,vn,5
5503,三环,nz,6
5503,匝道,n,7
5503,交汇处,nt,8
5503,路面,n,9
5503,坑,n,10
5504,湖北省,ns,0
5504,终止,v,1
5504,防汛,vn,2
5504,级,q,3
5504,应急,vn,4
5504,响应,v,5
5504,洪水,nr,6
5504,威胁,vn,7
5504,解除,v,8
5516,汉阳区,ns,0
5516,显,v,1
5516,正街,n,2
5516,号,q,3
5516,小区,n,4
5516,垃圾,n,5
5516,满地,n,6
5666,莲溪寺,ns,0
5666,社区,n,1
5666,垃圾,n,2
5666,分类,n,3
5666,科普,nrt,4
5666,宣传,vn,5
5666,活动,vn,6
5677,便民服务,n,0
5677,助力,n,1
5677,垃圾,n,2
5677,分类,n,3
5677,今日,t,4
5677,走进,v,5
5677,石牌岭,ns,6
5677,社区,n,7
5681,中,f,0
5681,南路,ns,1
5681,街,n,2
5681,梅苑,nr,3
5681,社区,n,4
5681,垃圾,n,5
5681,分类,n,6
5681,宣传,vn,7
5681,公益活动,n,8
5689,联投,nt,0
5689,金色,n,1
5689,港湾,ns,2
5689,三期,t,3
5689,电梯,n,4
5689,漏水,n,5
5732,倡导,v,0
5732,垃圾,n,1
5732,分类,n,2
5732,共享,v,3
5732,绿色,n,4
5732,军运,n,5
5732,环保,j,6
5732,系列,q,7
5732,主题,n,8
5732,活动,vn,9
5732,签名,v,10
5732,启动,vn,11
5732,仪式,n,12
5757,上海,ns,0
5757,垃圾,n,1
5757,分类,n,2
5757,动真格,n,3
5757,生活,vn,4
5757,垃圾,n,5
5757,分类,n,6
5757,落地,n,7
5758,上海,ns,0
5758,垃圾,n,1
5758,分类,n,2
5758,开罚单,n,3
5758,生活,vn,4
5758,垃圾,n,5
5758,分类,n,6
5761,市,n,0
5761,友谊,nr,1
5761,大道,n,2
5761,消防栓,n,3
5761,漏水,n,4
5791,武昌,ns,0
5791,六成,m,1
5791,社区,n,2
5791,年内,t,3
5791,垃圾,n,4
5791,分类,n,5
5802,市,n,0
5802,汉南区,ns,1
5802,微,n,2
5802,湖水,ns,3
5802,岸,n,4
5802,房屋,n,5
5802,漏水,n,6
5802,无人,n,7
5802,解决,v,8
5803,美林,ns,0
5803,青城,ns,1
5803,武铁佳,nr,2
5803,苑,nr,3
5803,东区,ns,4
5803,建筑,n,5
5803,垃圾,n,6
5803,存放,v,7
5803,点,m,8
5803,投诉,v,9
5810,记得,v,0
5810,考场,n,1
5810,外,f,2
5810,跪谢,v,3
5810,母亲,n,4
5810,高,a,5
5810,考生,v,6
5810,高考,v,7
5810,成绩,n,8
5810,分,v,9
5833,市,n,0
5833,黄陂区,ns,1
5833,殡仪馆,n,2
5833,遗体,n,3
5833,运输费,n,4
5833,高,a,5
5872,驻汉,ns,0
5872,央企,j,1
5872,参,v,2
5872,建成,v,3
5872,贵,a,4
5872,铁路,n,5
5872,乐宜,a,6
5872,段,q,7
5872,开通,v,8
5872,运营,vn,9
5901,硚口区,v,0
5901,汉水,nz,1
5901,岸,n,2
5901,开发商,n,3
5901,欺骗,v,4
5901,老百姓,n,5
5904,高考,v,0
5904,奇葩,n,1
5904,事件,n,2
5904,年,m,3
5904,年,m,4
5904,特别,d,5
6043,光谷,n,0
6043,小亮,nr,1
6043,蒸虾,n,2
6043,黑心,n,3
6043,店,n,4
6102,音响,n,0
6102,百科,nz,1
6102,车载,n,2
6102,蓝牙,ns,3
6102,音质,n,4
6102,不好,d,5
6102,改良,v,6
6102,方法,n,7
6121,心连心,i,0
6121,药房,n,1
6121,促销,v,2
6121,活动,vn,3
6121,欺骗,v,4
6121,消费者,n,5
6131,转发,v,0
6131,融侨,n,1
6131,方圆,n,2
6131,挂,v,3
6131,狗肉,n,4
6131,卖,v,5
6131,羊头,n,6
6131,欺骗,v,7
6131,业主,n,8
6161,台湾,ns,0
6161,小镇,nr,1
6161,慢,a,2
6161,游,n,3
6161,推介会,n,4
6161,成功,a,5
6161,举办,v,6
6310,分红,v,0
6310,性,n,1
6310,坑,n,2
6322,电视广告,n,0
6322,免费,vn,1
6322,申领,v,2
6322,实,n,3
6322,忽悠,z,4
6322,老人,n,5
6322,监管,vn,6
6333,汽车,n,0
6333,公认,v,1
6333,修,v,2
6333,不好,d,3
6333,通病,n,4
6333,碰上,v,5
6333,自认倒霉,l,6
6333,花,v,7
6333,冤枉钱,n,8
6359,农村,n,0
6359,低保,v,1
6359,每月,r,2
6359,调整,vn,3
6359,村干部,n,4
6359,忽悠,z,5
6580,汉口,ns,0
6580,六渡桥,ns,1
6580,菜场,n,2
6580,废,n,3
6580,纸箱,n,4
6580,泼水,n,5
6580,坑,n,6
6580,爹,n,7
6658,洪山区,ns,0
6658,金吉鸟,nr,1
6658,健身,v,2
6658,虚假,a,3
6658,宣传,vn,4
6658,欺骗,v,5
6658,消费者,n,6
6725,垃圾,n,0
6725,中转站,n,1
6725,小学,n,2
6725,一墙之隔,i,3
6725,师生,nr,4
6725,忍受,v,5
6725,臭气,n,6
6725,年,m,7
6726,护士,n,0
6726,手绘,n,1
6726,漫画,n,2
6726,教,v,3
6726,幼儿,n,4
6726,远离,v,5
6726,高,a,6
6726,危,n,7
6726,食物,n,8
7057,多个,m,0
7057,地铁站,n,1
7057,频频,d,2
7057,漏水,n,3
7057,市民,n,4
7057,担忧,v,5
7185,过年,t,0
7185,期间,f,1
7185,青菜,n,2
7185,比肉,n,3
7185,贵,n,4
7185,预计,vn,5
7185,元宵节,t,6
7185,价格,n,7
7185,回落,v,8
7217,湖北,ns,0
7217,交警,j,1
7217,提醒,v,2
7217,雨雪,n,3
7217,恶劣,a,4
7217,天气,n,5
7217,袭,v,6
7217,错开,v,7
7217,初六,t,8
7217,返程,n,9
7217,最高峰,n,10
7471,一年,m,0
7471,花,n,1
7471,亿,m,2
7471,演出,v,3
7471,年轻,a,4
7471,高,a,5
7471,知,v,6
7471,女性,n,7
7471,场,q,8
7511,春运,n,0
7511,客流量,n,1
7511,创新,v,2
7511,高,a,3
7511,避峰,n,4
7511,提前,v,5
7511,知晓,v,6
7523,加快,v,0
7523,推进,v,1
7523,芯,ng,2
7523,两,m,3
7523,三区,ns,4
7523,区域,n,5
7523,协调,v,6
7523,发展,vn,7
7523,质量,n,8
7523,高,a,9
7577,厨余,n,0
7577,垃圾,n,1
7577,变废为宝,i,2
7577,华农,nz,3
7577,老师,n,4
7577,走进,v,5
7577,杨园街,nr,6
7577,国棉,n,7
7577,社区,n,8
7577,教,v,9
7577,居民,n,10
7577,制作,vn,11
7577,环保,j,12
7577,酵素,n,13
7577,手工,n,14
7577,肥皂,n,15
7582,碧桂园,nr,0
7582,皇城,n,1
7582,商业中心,nt,2
7582,垃圾,n,3
7582,管理,vn,4
7582,不妥,a,5
7694,家园,n,0
7694,做主,v,1
7694,宁静,nr,2
7694,小区,n,3
7694,平静,a,4
7694,中铁,n,5
7694,建,v,6
7694,物业公司,n,7
7694,垃圾,n,8
7694,广告,n,9
7694,蹂躏,v,10
7694,千户,m,11
7694,业主,n,12
7716,医院,n,0
7716,垃圾,n,1
7716,跑,v,2
7716,外面,f,3
7716,不知,v,4
7716,好不好,l,5
7732,东方,s,0
7732,夏威夷,nr,1
7732,国际,n,2
7732,花园,n,3
7732,违规,vn,4
7732,建,v,5
7732,垃圾,n,6
7732,转运站,n,7
7736,九坤,ns,0
7736,翰林,nz,1
7736,苑,nr,2
7736,小区,n,3
7736,垃圾,n,4
7736,一个月,m,5
7736,未,d,6
7736,清理,a,7
7892,水边,s,0
7892,活动房,n,1
7892,拆,v,2
7892,垃圾,n,3
7930,北洋,ns,0
7930,桥,n,1
7930,垃圾,n,2
7930,山,n,3
7930,变身,v,4
7930,生态,n,5
7930,公园,n,6
7957,水边,s,0
7957,活动房,n,1
7957,拆,v,2
7957,垃圾,n,3
7957,应,v,4
7957,清除,v,5
7997,湖北,ns,0
7997,万名,m,1
7997,考生,v,2
7997,参加国,n,3
7997,考,v,4
7997,热,n,5
7997,岗位,n,6
7997,竞争,vn,7
7997,高,a,8
7997,达,v,9
8085,中科院,nt,0
8085,调查,vn,1
8085,发现,v,2
8085,水中,s,3
8085,已成,v,4
8085,长江,ns,5
8085,潜在,t,6
8085,威胁,vn,7
8166,青山区,ns,0
8166,住房,n,1
8166,楼顶,n,2
8166,水箱,n,3
8166,漏水,n,4
8229,公交,n,0
8229,凤凰山,ns,1
8229,停车场,n,2
8229,红庙,nr,3
8229,公交车站,n,4
8229,发车,v,5
8229,太慢,a,6
8330,游玩,n,0
8330,动物园,n,1
8330,乱,d,2
8330,扔,v,3
8330,垃圾,n,4
8339,湖北,ns,0
8339,今年冬天,t,1
8339,偏,d,2
8339,暖,a,3
8339,概率,n,4
8339,高,a,5
8339,飘雪,v,6
8339,迎,v,7
8339,立冬,t,8
8414,市民,n,0
8414,之家,r,1
8414,拍卖会,n,2
8414,贵,a,3
8414,手表,n,4
8414,万元,m,5
8414,拍,v,6
8434,消防栓,n,0
8434,漏水,n,1
8434,放水,v,2
8486,江夏区,ns,0
8486,长咀,ns,1
8486,湾,v,2
8486,焚烧,v,3
8486,垃圾,n,4
8486,屡禁不止,l,5
8499,五米,m,0
8499,高,a,1
8499,绿墙,n,2
8536,宜昌,ns,0
8536,发生,v,1
8536,高,a,2
8536,致病性,n,3
8536,禽流感,n,4
8536,疫情,n,5
8536,羽,nr,6
8536,家禽,n,7
8536,死亡,v,8
8610,盘龙城,ns,0
8610,开发区,n,1
8610,汉口,ns,2
8610,湖畔,ns,3
8610,小区,n,4
8610,旁边,f,5
8610,天天,t,6
8610,晚上,t,7
8610,焚烧,v,8
8610,垃圾,n,9
8610,污染空气,n,10
8680,垃圾,n,0
8738,汉,j,0
8738,西一路,nz,1
8738,硚,yg,2
8738,口,q,3
8738,实验,vn,4
8738,小学,n,5
8738,旁边,f,6
8738,生活,vn,7
8738,垃圾,n,8
8738,堆积,v,9
8740,月湖,n,0
8740,公园,n,1
8740,打捞,v,2
8740,浮萍,nr,3
8740,捡拾,v,4
8740,垃圾,n,5
8763,湖北,ns,0
8763,万众,n,1
8763,森林,n,2
8763,药房,n,3
8763,欺骗,v,4
8763,老人,n,5
8763,购,v,6
8763,保健药,n,7
8764,反对,d,0
8764,建设,vn,1
8764,江堤,ns,2
8764,中路,ns,3
8764,垃圾,n,4
8764,转运站,n,5
8795,房屋,n,0
8795,漏水,n,1
8795,影响,vn,2
8795,生活,vn,3
8795,安全隐患,i,4
8798,吉庆街,nr,0
8798,垃圾,n,1
8798,共享,v,2
8798,单车,n,3
8798,混,v,4
8824,今晨,t,0
8824,汉口,ns,1
8824,民俗,n,2
8824,吉庆街,nr,3
8824,共享,v,4
8824,单车,n,5
