index_content,word,nature,index_word
235,明,a,4
235,方向,n,5
235,脚踏实地,i,6
235,创,n,7
235,佳绩,n,8
236,蔡甸区,ns,0
236,光华,nz,1
236,御,zg,2
236,江湾,ns,3
236,房屋,n,4
236,验收,v,5
237,科技,n,0
237,大学,n,1
237,级新生,n,2
237,开学典礼,nz,3
238,福满,nr,0
238,中秋,t,1
238,庆,vg,2
238,团圆,n,3
238,喜,v,4
238,迎国庆,nr,5
238,联欢,v,6
239,硚口区,v,0
239,长嘉路,ns,1
239,古田,nr,2
239,三路,m,3
239,古萧路,nr,4
239,道,q,5
239,排,v,6
239,工程,n,7
239,何时能,nr,8
239,动工,n,9
240,改革,vn,0
240,创新,v,1
240,推进,v,2
240,高质量,n,3
240,发展,vn,4
241,廉洁关,nr,0
241,清爽,a,1
241,佳节,n,2
242,丝瓜,n,0
242,花,v,1
244,同话,c,0
244,邻里,n,1
244,情,n,2
244,共筑,n,3
244,廉心,a,4
244,梦,n,5
245,湖北,ns,0
245,大学,n,1
245,阳,b,2
245,逻,n,3
245,校区,n,4
246,路边,s,0
246,遮挡,v,1
246,路牌,n,2
247,主动,b,0
247,礼让,v,1
247,行人,n,2
247,路,n,3
247,司机,n,4
247,点,q,5
247,赞,v,6
248,石楠,nr,0
248,花,v,1
